Pixel dist,Real dist
40.01249804748511,5.0
62.0,10.0
90.13878188659973,15.0
111.07204868912791,20.0
131.0,25.0
144.00347218036097,30.0
153.05227865013967,35.0
163.00306745579974,40.0
182.00274723201295,45.0
186.02419197512995,50.0
195.00256408570633,55.0
201.12185361118767,60.0
